WardId,LgaCode,WardName,WardCode
3345,25735,Kitomondo,61509
3346,25735,Njianne,61510
3347,25735,Vianzi,61511
3348,25735,Kimanzichana,61512
3349,25735,Kisiju,61513
3350,25735,Mkamba,61514
3351,25735,Panzuo,61515
3352,25735,Nyamato,61516
3353,25735,Lukanga,61517
3354,25735,Magawa,61518
3355,25735,Dondo,61519
3356,25735,Msonga,61520
3357,25735,Kisegesege,61521
3358,25735,Beta,61522
3359,25735,Tengelea,61523
3360,25735,Mwandege,61524
3361,25735,Mipeko,61525
3362,25736,Utete,61601
3363,25736,Chemchem,61602
3364,25736,Ngarambe,61603
3365,25736,Mkongo,61604
3366,25736,Mbwara,61605
3367,25736,Chumbi,61606
3368,25736,Ikwiriri,61607
3369,25736,Umwe,61608
3370,25736,Mgomba,61609
3371,25736,Bungu,61617
3372,25736,Ngorongo,61625
3373,25736,Mwaseni,61626
3374,25736,Kipugira,61628
3375,25736,Mohoro,61629
3376,25737,Kilindoni,61701
3377,25737,Kiegeani,61702
3378,25737,Miburani,61703
3379,25737,Ndagoni,61704
3380,25737,Jibondo,61705
3381,25737,Baleni,61706
3382,25737,Kirongwe,61707
3383,25737,Kanga,61708
3384,25738,Salale,61801
3385,25738,Kiongoroni,61802
3386,25738,Maparoni,61803
3387,25738,Mbuchi,61804
3388,25738,Msala,61805
3389,25738,Mlanzi,61806
3390,25738,Mahege,61807
3391,25738,Mchukwi,61808
3392,25738,Mjawa,61809
3393,25738,Mtunda,61810
3394,25738,Mwambao,61811
3395,25738,Ruaruke,61812
3396,25738,Kibiti,61813
3397,25738,Mtawanya,61814
3398,25738,Dimani,61815
3399,25741,Reli,63101
3400,25741,Likombe,63102
3401,25741,Vigaeni,63103
3402,25741,Shangani,63104
3403,25741,Chikongola,63105
3404,25741,Majengo,63106
3405,25741,Chuno,63107
3406,25741,Ufukoni,63108
3407,25741,Mitengo,63109
3408,25741,Magengeni,63110
3409,25741,Mtonya,63111
3410,25741,Kisungule,63112
3411,25741,Jangwani,63113
3412,25741,Rahaleo,63114
3413,25741,Naliendele,63115
3414,25741,Magomeni,63116
3415,25741,Mtawanya,63117
3416,25741,Tandika,63118
3417,25742,Ziwani,63201
3418,25742,Madimba,63202
3419,25742,Mahurunga,63203
3420,25742,Nanguruwe,63204
3421,25742,Mayanga,63205
3422,25742,Naumbu,63206
3423,25742,Ndumbwe,63207
3424,25742,Dihimba,63208
3425,25742,Mtiniko,63209
3426,25742,Chawi,63210
3427,25742,Kitaya,63211
3428,25742,Kiromba,63212
3429,25742,Nanyamba,63213
3430,25742,Namtumbuka,63214
3431,25742,Njengwa,63215
3432,25742,Nitekela,63216
3433,25742,Mnima,63217
3434,25742,Kitere,63218
3435,25742,Msanga Mkuu,63219
3436,25742,Mbawala,63220
3437,25742,Kianga,63221
3438,25742,Tangazo,63222
3439,25742,Muungano,63223
3440,25742,Libobe,63224
3441,25742,Mpapura,63225
3442,25742,Mbembaleo,63226
3443,25742,Mtimbwilimbwi,63227
3444,25742,Milango Minne,63228
3445,25742,Dinyecha,63229
3446,25742,Nyundo,63230
3447,25742,Mnongodi,63231
3448,25742,Hinju,63232
3449,25742,Msimbati,63233
3450,25742,Nalingu,63234
3451,25742,Moma,63235
3452,25742,Lipwidi,63236
3453,25742,Mangopachanne,63237
3454,25742,Mkunwa,63238
3455,25743,Tandahimba,63301
3456,25743,Kitama 1,63302
3457,25743,Lyenje,63303
3458,25743,Milongodi,63304
3459,25743,Nanhyanga,63305
3460,25743,Namikupa,63306
3461,25743,Naputa,63307
3462,25743,Mkoreha,63308
3463,25743,Mihambwe,63309
3464,25743,Michenjele,63310
3465,25743,Maundo,63311
3466,25743,Mnyawa,63312
3467,25743,Lukokoda,63313
3468,25743,Mkundi,63314
3469,25743,Mahuta,63315
3470,25743,Chingungwe,63316
3471,25743,Mdimba Mnyoma,63317
3472,25743,Chaume,63318
3473,25743,Mkonjowano,63319
3474,25743,Luagala,63320
3475,25743,Ngunja,63321
3476,25743,Mkwiti,63322
3477,25743,Mchichira,63323
3478,25743,Litehu,63324
3479,25743,Nambahu,63325
3480,25743,Miuta,63326
3481,25743,Kwanyama,63327
3482,25743,Dinduma,63328
3483,25743,Chikongola,63329
3484,25743,Mndumbwe,63330
3485,25743,Malopokelo,63331
3486,25743,Mkwedu,63332
3487,25744,Luchingu,63401
3488,25744,Mkunya,63402
3489,25744,Nanguruwe,63403
3490,25744,Mcholi  I,63404
3491,25744,Makote,63405
3492,25744,Mcholi Ii,63406
3493,25744,Mnekachi,63407
3494,25744,Namiyonga,63408
3495,25744,Mkwedu,63409
3496,25744,Makukwe,63410
3497,25744,Mchemo,63411
3498,25744,Malatu,63412
3499,25744,Chitekete,63413
3500,25744,Mnyambe,63414
3501,25744,Maputi,63415
3502,25744,Kitangari,63416
3503,25744,Mtopwa,63417
3504,25744,Chiwonga,63418
3505,25744,Mkoma Ii,63419
3506,25744,Chilangala,63420
3507,25744,Mdimba Mpelempele,63421
3508,25744,Mtonya,63422
3509,25744,Nakahako,63423
3510,25744,Makonga,63424
3511,25744,Mtunguru,63425
3512,25744,Chihangu,63426
3513,25744,Nambali,63427
3514,25744,Nandwahi,63428
3515,25744,Mpwapwa,63429
3516,25744,Mnyeu,63430
3517,25744,Mikumbi,63431
3518,25744,Julia,63432
3519,25744,Nangwala,63433
3520,25744,Tulindane,63434
3521,25744,Mkulung'ulu,63435
3522,25744,Mahumbika,63436
3523,25744,Mtumachi,63437
3524,25744,Muungano,63438
3525,25745,Mkuti,63501
3526,25745,Marika,63502
3527,25745,Lukuledi,63505
3528,25745,Namajani,63506
3529,25745,Namatutwe,63507
3530,25745,Chigugu,63508
3531,25745,Chiwata,63509
3532,25745,Mkundi,63510
3533,25745,Nanjota,63511
3534,25745,Mkululu,63512
3535,25745,Chiungutwa,63513
3536,25745,Mbuyuni,63514
3537,25745,Lulindi,63515
3538,25745,Namalenga,63516
3539,25745,Lipumburu,63517
3540,25745,Sindano,63518
3541,25745,Mchauru,63519
3542,25745,Mnavira,63520
3543,25745,Mwena,63521
3544,25745,Nanganga,63522
3545,25745,Jida,63523
3546,25745,Mkomaindo,63524
3547,25745,Migongo,63525
3548,25745,Mtandi,63526
3549,25745,Nyasa,63527
3550,25745,Temeke,63528
3551,25745,Mwenge Mtapika,63529
3552,25745,Chiwale,63530
3553,25745,Mpanyani,63531
3554,25745,Mlingula,63532
3555,25745,Sululu,63533
3556,25745,Chikoropora,63534
3557,25745,Matawale,63535
3558,25745,Mitesa,63536
3559,25745,Makong'onda,63537
3560,25745,Mpeta,63538
3561,25745,Lupaso,63539
3562,25745,Mjelejele,63540
3563,25745,Chikukwe,63541
3564,25745,Nangoo,63542
3565,25745,Chikundi,63543
3566,25745,Ndanda,63544
3567,25745,Mpindimbi,63545
3568,25745,Msikisi,63546
3569,25745,Chanikanguo,63547
3570,25745,Napupa,63548
3571,25745,Mumbaka,63549
3572,25745,Chikunja,63550
3573,25746,Nangomba,63601
3574,25746,Mikangaula,63602
3575,25746,Maratani,63603
3576,25746,Nanyumbu,63604
3577,25746,Chipuputa,63605
3578,25746,Nakopi,63606
3579,25746,Likokona,63607
3580,25746,Sengenya,63608
3581,25746,Lumesule,63609
3582,25746,Masuguru,63610
3583,25746,Mkonona,63611
3584,25746,Nandete,63612
3585,25746,Mangaka,63613
3586,25746,Mnanje,63614
3587,25746,Kamundi,63615
3588,25746,Kilimanihewa,63616
3589,25746,Michiga,63617
3590,25751,Makonde,65101
3591,25751,Msinjahili,65102
3592,25751,Ndoro,65103
3593,25751,Mikumbi,65104
3594,25751,Mitandi,65105
3595,25751,Rahaleo,65106
3596,25751,Mwenge,65107
3597,25751,Matopeni,65108
3598,25751,Wailesi,65109
3599,25751,Nachingwea,65110
3600,25751,Rasbura,65111
3601,25751,Mtanda,65112
3602,25751,Jamhuri,65113
3603,25751,Mingoyo,65114
3604,25751,Ng'apa,65115
3605,25751,Tandangongoro,65116
3606,25751,Chikonji,65117
3607,25751,Mbanja,65118
3608,25751,Kitumbikwela,65119
3609,25751,Mnazimmoja,65120
3610,25752,Nachunyu,65201
3611,25752,Sudi,65202
3612,25752,Mnolela,65203
3613,25752,Kiwalala,65204
3614,25752,Mchinga,65205
3615,25752,Matimba,65206
3616,25752,Nangaru,65207
3617,25752,Rutamba,65208
3618,25752,Chiponda,65209
3619,25752,Mtua,65210
3620,25752,Nyangamara,65211
3621,25752,Mandwanga,65212
3622,25752,Nahukahuka,65213
3623,25752,Nyengedi,65214
3624,25752,Mtama,65215
3625,25752,Nyangao,65216
3626,25752,Namupa,65217
3627,25752,Mnara,65218
3628,25752,Milola,65219
3629,25752,Kiwawa,65220
3630,25752,Mipingo,65221
3631,25752,Kitomanga,65222
3632,25752,Kilola Mbwani,65223
3633,25752,Kilangala,65224
3634,25752,Pangatena,65225
3635,25752,Navanga,65226
3636,25752,Majengo,65227
3637,25752,Namangale,65228
3638,25752,Longa,65229
3639,25752,Mtumbya,65230
3640,25752,Kinyope,65231
3641,25752,Mvuleni,65232
3642,25753,Nachingwea Mjini,65301
3643,25753,Nambambo,65302
3644,25753,Kilimanihewa,65303
3645,25753,Stesheni,65304
3646,25753,Namatula,65305
3647,25753,Nangowe,65306
3648,25753,Mpiruka,65307
3649,25753,Mkotokuyana,65308
3650,25753,Naipanga,65309
3651,25753,Ndomoni,65310
3652,25753,Naipingo,65311
3653,25753,Mtua,65312
3654,25753,Mnero Miembeni,65313
3655,25753,Ruponda,65314
3656,25753,Marambo,65315
3657,25753,Chiola,65316
3658,25753,Mkoka,65317
3659,25753,Kipara Mnero,65318
3660,25753,Mnero Ngongo,65319
3661,25753,Namikango,65320
3662,25753,Lionja,65321
3663,25753,Nditi,65322
3664,25753,Namapwia,65323
3665,25753,Mbondo,65324
3666,25753,Matekwe,65325
3667,25753,Kilimarondo,65326
3668,25753,Kiegei,65327
3669,25753,Mitumbati,65328
3670,25753,Kipara Mtua,65329
3671,25753,Nang'ondo,65330
3672,25753,Mchonda,65331
3673,25753,Ngunichile,65332
3674,25753,Raha Leo,65333
3675,25753,Chiumbati Shuleni,65334
3676,25753,Boma,65335
3677,25753,Ugawaji,65336
3678,25754,Kilwa Masoko,65401
3679,25754,Kivinje/Singino,65402
3680,25754,Miteja,65403
3681,25754,Tingi,65404
3682,25754,Mingumbi,65405
3683,25754,Chumo,65406
3684,25754,Kikole,65407
3685,25754,Mandawa,65408
3686,25754,Pande / Mikoma,65409
3687,25754,Lihimalyao,65410
3688,25754,Kiranjeranje,65411
3689,25754,Nanjirinji,65412
3690,25754,Likawage,65413
3691,25754,Mitole,65414
3692,25754,Njinjo,65415
3693,25754,Miguruwe,65416
3694,25754,Kandawale,65417
3695,25754,Kipatimu,65418
3696,25754,Kinjumbi,65419
3697,25754,Songosongo,65420
3698,25754,Kibata,65421
3699,25754,Namayuni,65422
3700,25754,Somanga,65423
3701,25755,Liwale Mjini,65501
3702,25755,Liwale B,65502
3703,25755,Mbaya,65503
3704,25755,Mirui,65504
3705,25755,Kiangara,65505
3706,25755,Mangirikiti,65506
3707,25755,Nangano,65507
3708,25755,Ngongowele,65508
3709,25755,Mihumo,65509
3710,25755,Makata,65510
3711,25755,Mpigamiti,65511
3712,25755,Mlembwe,65512
3713,25755,Barikiwa,65513
3714,25755,Mkutano,65514
3715,25755,Kimambi,65515
3716,25755,Kichonda,65516
3717,25755,Nangando,65517
3718,25755,Likongowele,65518
3719,25755,Lilombe,65519
3720,25755,Kibutuka,65520
3721,25756,Ruangwa,65601
3722,25756,Chunyu,65602
3723,25756,Mbekenyera,65603
3724,25756,Mandarawe,65604
3725,25756,Nkowe,65605
3726,25756,Likunja,65606
3727,25756,Makanjiro,65607
3728,25756,Narung'ombe,65608
3729,25756,Namichiga,65609
3730,25756,Mandawa,65610
3731,25756,Nambilanje,65611
3732,25756,Mnacho,65612
3733,25756,Chienjele,65613
3734,25756,Malolo,65614
3735,25756,Luchelengwa,65615
3736,25756,Chinongwe,65616
3737,25756,Nanganga,65617
3738,25756,Nandagala,65618
3739,25756,Nachingwea,65619
3740,25756,Matambarale,65620
3741,25756,Chibula,65621
3742,25756,Mbwemkuru (machang'anja),65622
3743,25761,Sultani Area,67101
3744,25761,Mji Mkuu,67102
3745,25761,Sabasaba,67103
3746,25761,Mafiga,67104
3747,25761,Uwanja Wa Taifa,67105
3748,25761,Kingo,67106
3749,25761,Mji Mpya,67107
3750,25761,Kiwanja Cha Ndege,67108
3751,25761,Boma,67109
3752,25761,Kilakala,67110
3753,25761,Bigwa,67111
3754,25761,Kichangani,67112
3755,25761,Mwembesongo,67113
3756,25761,Kihonda,67114
3757,25761,Mazimbu,67115
3758,25761,Mbuyuni,67116
3759,25761,Mlimani,67117
3760,25761,Mzinga,67118
3761,25761,Kingolwira,67119
3762,25761,Lukobe,67120
3763,25761,Mafisa,67121
3764,25761,Tungi,67122
3765,25761,Kauzeni,67123
3766,25761,Luhungo,67124
3767,25761,Magadu,67125
3768,25761,Mkundi,67126
3769,25761,Chamwino,67127
3770,25761,Kihonda Maghorofani,67128
3771,25761,Mindu,67129
3772,25762,Tegetero,67201
3773,25762,Kinole,67202
3774,25762,Mkuyuni,67203
3775,25762,Kiroka,67204
3776,25762,Mkalambani,67205
3777,25762,Mikese,67206
3778,25762,Gwata,67207
3779,25762,Ngerengere,67208
3780,25762,Matuli,67209
3781,25762,Kidugalo,67210
3782,25762,Mkulazi,67211
3783,25762,Tununguo,67212
3784,25762,Lundi,67213
3785,25762,Tawa,67214
3786,25762,Kisemu,67215
3787,25762,Konde,67216
3788,25762,Mtombozi,67217
3789,25762,Kasanga,67218
3790,25762,Bungu,67219
3791,25762,Mvuha,67220
3792,25762,Selembala,67221
3793,25762,Kisaki,67222
3794,25762,Bwakira Chini,67223
3795,25762,Kolero,67224
3796,25762,Bwakira Juu,67225
3797,25762,Mngazi,67226
3798,25762,Singisa,67227
3799,25762,Kibungo,67228
3800,25762,Kibogwa,67229
3801,25762,Kibuko,67230
3802,25762,Tomondo,67231
3803,25763,Mvomero,67301
3804,25763,Dakawa,67302
3805,25763,Hembeti,67303
3806,25763,Mtibwa,67304
3807,25763,Sungaji,67305
3808,25763,Mhonda,67306
3809,25763,Maskati,67307
3810,25763,Kibati,67308
3811,25763,Diongoya,67309
3812,25763,Kanga,67310
3813,25763,Mzumbe,67311
3814,25763,Melela,67312
3815,25763,Mlali,67313
3816,25763,Bunduki,67314
3817,25763,Langali,67315
3818,25763,Tchenzema,67316
3819,25763,Kikeo,67317
3820,25763,Doma,67318
3821,25763,Pemba,67319
3822,25763,Kinda,67320
3823,25763,Mgeta,67321
3824,25763,Luale,67322
3825,25763,Nyandira,67323
3826,25763,Mangae,67324
3827,25763,Homboza,67325
3828,25763,Lubungo,67326
3829,25763,Msongozi,67327
3830,25763,Mkindo,67328
3831,25763,Kichangani,67329
3832,25763,Mziha,67330
3833,25764,Kasiki,67401
3834,25764,Mbumi,67402
3835,25764,Mkwatani,67403
3836,25764,Magomeni,67404
3837,25764,Masanze,67405
3838,25764,Kilangali,67406
3839,25764,Mabwerebwere,67407
3840,25764,Kimamba  A,67408
3841,25764,Kimamba   B,67409
3842,25764,Chanzuru,67410
3843,25764,Rudewa,67411
3844,25764,Msowero,67412
3845,25764,Dumila,67413
3846,25764,Magole,67414
3847,25764,Magubike,67415
3848,25764,Parakuyo,67416
3849,25764,Berega,67417
3850,25764,Madoto,67418
3851,25764,Mbigiri,67419
3852,25764,Kitete,67420
3853,25764,Mamboya,67421
3854,25764,Mvumi,67422
3855,25764,Maguha,67423
3856,25764,Mabula,67424
3857,25764,Mtumbatu,67425
3858,25764,Lumbiji,67426
3859,25764,Kidete,67427
3860,25764,Lumuma,67428
3861,25764,Zombo,67429
3862,25764,Ulaya,67430
3863,25764,Kidodi,67431
3864,25764,Malolo,67432
3865,25764,Kisanga,67433
3866,25764,Ruhembe,67434
3867,25764,Ruaha,67435
3868,25764,Vidunda,67436
3869,25764,Ulelinga۪Ombe,67437
3870,25764,Mhenda,67438
3871,25764,Tindiga,67439
3872,25764,Mikumi,67440
3873,25765,Ifakara,67501
3874,25765,Kibaoni,67502
3875,25765,Kiberege,67503
3876,25765,Kisawasawa,67504
3877,25765,Mang'ula,67505
3878,25765,Mkula,67506
3879,25765,Sanje,67507
3880,25765,Kidatu,67508
3881,25765,Lumemo,67509
3882,25765,Idete,67510
3883,25765,Mofu,67511
3884,25765,Mbingu,67512
3885,25765,Mchombe,67513
3886,25765,Chita,67514
3887,25765,Chisano,67515
3888,25765,Mlimba,67516
3889,25765,Utengule,67517
3890,25765,Masagati,67518
3891,25765,Uchindile,67519
3892,25765,Kamwene,67520
3893,25765,Mngeta,67521
3894,25765,Michenga,67522
3895,25765,Mwaya,67523
3896,25765,"Mang'ula ""b""",67524
3897,25765,Signal,67525
3898,25765,Msolwa Station,67526
3899,25765,Kalengakelo,67527
3900,25765,Namwawala,67528
3901,25765,Mbasa,67529
3902,25765,Katindiuka,67530
3903,25765,Lipangalala,67531
3904,25765,Mlabani,67532
3905,25765,Viwanjasitini,67533
3906,25765,Ching'anda,67534
3907,25765,Igima,67535
3908,25766,Mahenge Mjini,67601
3909,25766,Vigoi,67602
3910,25766,Isongo,67603
3911,25766,Msogezi,67604
3912,25766,Iragua,67606
3913,25766,Lupiro,67607
3914,25766,Minepa,67608
3915,25766,Kichangani,67609
3916,25766,Lukande,67610
3917,25766,Chirombola,67611
3918,25766,Mwaya,67612
3919,25766,Euga,67613
3920,25766,Sali,67614
3921,25766,Ruaha,67615
3922,25766,Ilonga,67623
3923,25766,Mbuga,67624
3924,25766,Mawasiliano,67625
3925,25766,Nawenge,67626
3926,25766,Uponera,67627
3927,25766,Ketaketa,67628
3928,25766,Milola,67629
3929,25767,Gairo,67701
3930,25767,Rubeho,67702
3931,25767,Mandege,67703
3932,25767,Chagongwe,67704
3933,25767,Chanjale,67705
3934,25767,Kibedya,67706
3935,25767,Chakwale,67707
3936,25767,Iyogwe,67708
3937,25767,Chigela,67709
3938,25767,Madege,67710
3939,25767,Idibo,67711
3940,25767,Leshata,67712
3941,25767,Italagwe,67713
3942,25767,Nongwe,67714
3943,25767,Ukwamani,67715
3944,25767,Magoweko,67716
3945,25767,Mkalama,67717
3946,25767,Msingisi,67718
3947,25768,Itete,67801
3948,25768,Kilosampepo,678010
3949,25768,Njiwa,67802
3950,25768,Mtimbira,67803
3951,25768,Usangule,67804
3952,25768,Sofi,67805
3953,25768,Malinyi,67806
3954,25768,Igawa,67807
3955,25768,Biro,67808
3956,25768,Ngoheranga,67809
3957,25685,Njisi,73733
